No,Category,Seller ~ Barang,Terjual,Price,Omzet
26,elektronik,goncecs~mini-spy-pen-hd-video-hidden-camera-1280-x-960-bpr6-super-mini-dv,644,85000,54740000
27,elektronik,ikiokestore~senter-swat-kompas-2cone-3lensa,1100,48500,53350000
28,elektronik,multistore12~lampu-emergency-fan-m2000,669,54000,36126000
29,elektronik,pusatmp4~kipas-angin-meja-duduk-usb-mini-handheld-ac,897,53000,47541000
30,elektronik,ramayanagrosir~tasbih-digital-mini-finger-counter,2900,6000,17400000
1,kamera-foto-video,multistore12~kamera-aquapix-kamera-underwater,3000,49000,147000000
2,kamera-foto-video,freygrosir~tongsis-monopod-holder-u-besar,4000,15000,60000000
3,kamera-foto-video,mofan~lensa-jepit-cliplens-camera-3in1-fish-eye-wide-macro-untuk-semua-kamera-hp-bb-iphone-samsung-dll,1600,21000,33600000
4,kamera-foto-video,anitacellular~fisheye-3in1-universal-3-lensa-fisheye-wide-macro,2900,22700,65830000
5,kamera-foto-video,lavender~tongsis-monopod-with-holder-new-model-l-jumbo-for-smart-phone-and-camera-digital,1200,27500,33000000
6,kamera-foto-video,puskom~5mp-hd-smallest-mini-dv-digital-camera-video-recorder-camcorder-webcam-dvr,997,93500,93219500
7,kamera-foto-video,888~mini-camera-smallest-mini-dv-5mp,1100,85000,93500000
8,kamera-foto-video,ELLEXUSSHOP~tongsis-tongkat-narsis,789,16999,13412211
9,kamera-foto-video,freygrosir~tongsis-monopod-black-holder-l-size-reg-71-cm-max-lebar-hp,1400,24500,34300000
10,kamera-foto-video,bbqueen~tomsis-bluetooth,895,24500,21927500
11,kamera-foto-video,freygrosir~tongsis-monopod-black-holder-l-size-big-85-cm-max-lebar-hp,799,26900,21493100
12,kamera-foto-video,bbqueen~fisheye-universal-3in1,784,24000,18816000
13,kamera-foto-video,anitacellular~fisheye-3in1-jepit-panjang-lensa-kaca-universal-fisheye-wide-macro,1100,24900,27390000
14,kamera-foto-video,redpixelshop~tripod-weifeng-wt3110a,388,65000,25220000
15,kamera-foto-video,jakartakosmetik~tongsis-monopad-holder,317,25000,7925000
16,kamera-foto-video,beststereo~mini-dv-camera-5-mp-hitam,303,95000,28785000
17,kamera-foto-video,beautycenter~fish-eye-lensa-makro-clip-lens-camera-3in1-lensa-jepit-untuk-semua-jenis-hp,332,32000,10624000
18,kamera-foto-video,mofan~lensa-fisheye-fish-eye-lens-single-clip-universal,428,38000,16264000
19,kamera-foto-video,mofan~universal-waterproof-case-for-camera-underwater-mobile-phone-pouch-handphone-bag-sarung-foto-tahan-air,647,6000,3882000
20,kamera-foto-video,tabletpcmall~tripod-weifeng-portable-aluminium-legs-4-section-wt3110a,277,64900,17977300
21,kamera-foto-video,tspoint~case-waterproof-sarung-hp-anti-air-bikin-hp-jadi-kamera-underwater,227,74500,16911500
22,kamera-foto-video,ELLEXUSSHOP~tongsis-monopod-smartphone,285,28000,7980000
23,kamera-foto-video,beststereo~spy-lighter-camera-birukuning,205,95000,19475000
24,kamera-foto-video,godric~bingo-waterproof-bag-for-smartphone-55-inch-teman-tongsis,231,39900,9216900
25,kamera-foto-video,beststereo~mini-dvr-u8-spy-camera-in-pen-drive-shape-hitam,178,110000,19580000
26,kamera-foto-video,anitacellular~holder-clamp-l-besar,211,11800,2489800
27,kamera-foto-video,beststereo~mini-spy-button-shirt-camera-hitam,171,116000,19836000
28,kamera-foto-video,888~flexible-small-tripod,493,18900,9317700
29,kamera-foto-video,rejekishop~tongsis-with-holder-l-jumbo,204,65000,13260000
30,kamera-foto-video,godric~action-cam-medium-size-bagtascase-for-sjcam-sj4000-gopro-hero-33,137,99000,13563000
1,otomotif,bajumodis~jas-hujan-axio-europe-original-murah-obral,932,149991,139791612
2,otomotif,jakartakosmetik~fix-it-pro,1800,9000,16200000
3,otomotif,kitaro~jas-hujan-grade-karet-takachi-japan-original-grade-a-high-quality-full-press-full-pvc-same-like-asv,675,139000,93825000
4,otomotif,bajumodis~jas-hujan-axio,651,149991,97644141
5,otomotif,litox~distributor-jas-hujan-axio-europe-100-original-harga-grosir,605,144000,87120000
6,otomotif,voltmeter~magnet-tdk-murmer-pasang-di-kabel-coil-busi-selang-bensin-dll-jauh-lebih-murah-daripada-9power,5000,8000,40000000
7,otomotif,murah-keren~supermask-masker-anti-polusi-dengan-filter-standar-eropa-en-149,675,39000,26325000
8,otomotif,shifastore18~sepatu-all-bike-baru-dari-ap-boots,631,47000,29657000
9,otomotif,litox~distributor-jas-hujan-sepatusarung-sepatucover-shoes-anti-air-fun-cover,914,29500,26963000
10,otomotif,voltmeter~magnet-tdk-ferrite-diameter-5mm-8mm-type-tdk-zcat-1518-0730-u-kabel-injector-audio-dll,5300,8000,42400000
11,otomotif,zackybylla~rompi-motor-touring-biker-body-protector-sakatsu-type-b,560,59990,33594400
12,otomotif,michelleshopjkt~jas-hujan-axio-europe-for-male-female,422,155000,65410000
13,otomotif,alatcucimotor~alat-steam-cuci-motor-mobil-jet-cleaner-abw-vgs-70,364,575000,209300000
14,otomotif,kitaro~jas-hujan-takachi-eceran-harga-grosir,381,149000,56769000
15,otomotif,grosirecer~fix-it-pro-pen-penghilang-baret-lecet-gores-aluminium-cat-mobil-otomotif-eksterior-interior-barang-unik-reseller,1500,7999,11998500
16,otomotif,wiramotor~tutup-pentil-lampu-long-setisi2pcs,3300,9900,32670000
17,otomotif,putriyosi~bandanabuff-multifungsi,1200,25000,30000000
18,otomotif,bingaccessories~universal-ring-bumper-case-for-hp-smartphone-cord-protector,4900,13500,66150000
19,otomotif,ramayanagrosir~mika-pelindung-spion-mobil-dari-hujan-1-set-isi-2,829,17500,14507500
20,otomotif,ramayanagrosir~gantungan-barang-portabel-untuk-mobil,798,11000,8778000
21,otomotif,laris88~gantungan-kunci-siul-key-finder-315,4200,8588,36069600
22,otomotif,bestshopgrosir~fix-it-pro-pen-ampuh-menghilangkan-noda-aluminium-penghilang-baret-lecet-gores-aluminium-cat-mobil-body-otomotif-eksterior,813,8000,6504000
23,otomotif,yunyun~vacuum-cleaner-mobil,362,55000,19910000
24,otomotif,radysa~cto-car-table-organizer,338,69999,23659662
25,otomotif,laris88~gantungan-kunci-siul-key-finder-1,5300,10288,54526400
26,otomotif,litox~distributor-jas-sepatu-cover-shoes-mantel-hujan-anti-air-funcover-cosh,631,29500,18614500
27,otomotif,voltmeter~tdk-magnet-ferrite-diameter-5mm-8mm-type-tdk-zcat-1518-0730-u-kabel-injector-audio-dll,3700,8000,29600000
28,otomotif,chicnsmart~sabuk-bonceng-anak-pengaman-ganda,350,49000,17150000
29,otomotif,grosirecer~pentil-ban-nyala-gowes-motor-mobil-modifikasi-barang-unik-produk-cina-reseller-dropship,2400,4690,11256000
30,otomotif,sabarmotor~klakson-denso-keong-with-cover-denso-keong-tutup,275,98000,26950000
1,olahraga,yunyun~iron-gymalat-fitness,989,90000,89010000
2,olahraga,janee72~sauna-suit-setelan-atas-bawah-warna-silver,301,50000,15050000
3,olahraga,platinumshops~sauna-suit-baju-sauna-1,281,55000,15455000
4,olahraga,ninjazi~teropong-sakura,289,55000,15895000
5,olahraga,moutdoorgear~sleeping-bag,235,99000,23265000
6,olahraga,rusashop~iron-gym-alat-fitness,187,100000,18700000
7,olahraga,erchen1~iron-gym,198,100000,19800000
8,olahraga,syafahtoys~sale-kolam-renang-anak-ular-viking-pool-perosotan-bestway,168,240000,40320000
9,olahraga,kado-kado~bb-isi-1500-butir,281,25000,7025000
10,olahraga,taraje~baselayer-thumbhole-longsleve-hitam,222,35000,7770000
11,olahraga,dhellgrosir~tummy-trimmer,161,45000,7245000
12,olahraga,omahgunung~celana-sambung-karrimor,176,90000,15840000
13,olahraga,saudarashop88~sauna-suit-baju-sauna-baju-sauna-murah-sauna,349,47000,16403000
14,olahraga,ramayanagrosir~tali-skipping-dengan-counter,163,17000,2771000
15,olahraga,ninjazi~stick-baseball-alumunium,161,135000,21735000
16,olahraga,ninjazi~knuckle-tebal,255,22000,5610000
17,olahraga,ninjazi~sepatu-delta,140,340000,47600000
18,olahraga,sr~tali-skipping-dengan-penghitung-loncatan-tump-rope-jump-rope,184,13500,2484000
19,olahraga,horee~sandal-eiger-gunung-jepit-motif,154,60000,9240000
20,olahraga,distrosporta~baton-sword-katana-pisau-pedang-samurai-ninja-blade-grade-a,126,70000,8820000
21,olahraga,chiecollection~baju-renang-anak-bayi,126,50000,6300000
22,olahraga,barangmurahibuy~riflescope-bushnell-3-9x40eg-teropong-senapan-3-9x40eg-murah-grosir-dan-eceran,166,220000,36520000
23,olahraga,axelshop~pompa-sepeda-tangan-merk-united-obral,110,35000,3850000
24,olahraga,ninjazi~card-sharp-pisau-kartu,203,20000,4060000
25,olahraga,ladieza~innerpants-3d-gel-hardside,127,90000,11430000
26,olahraga,kq5~teropong-bushnell-10-x-25,115,65000,7475000
27,olahraga,tokoberkah4~jogging-magnetic-trimmer-nikita-pelangsing-tubuh,129,30000,3870000
28,olahraga,gejlugpare~mimis-senapan-kal-55,149,95000,14155000
29,olahraga,roxionstore~tas-travel-multifungsi-journey-raincoat-hitam,113,150000,16950000
30,olahraga,tokosentermurah~lampu-belakang-sepeda-led-laser-tail-light,187,30000,5610000
1,office-stationery,lavender~buble-packing-plastik-buble,1800,3000,5400000
2,office-stationery,kemanggisan~travelus-passport-holder-wallet-organizer,1500,30000,45000000
3,office-stationery,juragankosmetikm~packing-bubble-dus,886,3000,2658000
4,office-stationery,ramayanagrosir~velcro-pengikat-kabel-untuk-merapikan-kabel,11000,990,10890000
5,office-stationery,lavender~card-id-holderspassport-wallet,1500,25000,37500000
6,office-stationery,bestshopgrosir~card-guard-aluminium-alluma-wallet-dompet-atm-uang-kartu-kredit-ktp-organizer-pocket-1,1500,11500,17250000
7,office-stationery,kosmetikmurahbgt~tambahan-bubble-warp,535,3000,1605000
8,office-stationery,centrogrosir~crayon-set-4-susun-segi-enam-hexagon-karakter-hello-kitty-cars-spiderman-sofia-angry-birds-ben-10-dll,700,39500,27650000
9,office-stationery,grosirecer~adaptor-star-master-romantic-master-proyektor-bulan-bintang-love-hello-kitty-reseller-dropship,658,7300,4803400
10,office-stationery,houseofthera~tambahan-packing-bubble,320,2000,640000
11,office-stationery,ramayanagrosir~plastik-pelindung-kartu,6600,500,3300000
12,office-stationery,beautycentrejkt~tambahan-bubble-warp,247,3000,741000
13,office-stationery,ramayanagrosir~dompet-kartu-mini-motif-gadis-kecil-isi-12-kartu,620,5250,3255000
14,office-stationery,888~kalkulator-solar-transparan-unik-1,845,9999,8449155
15,office-stationery,dreamshop~sdi-cutting-mat-a3-size,216,70000,15120000
16,office-stationery,rejekishop~bracelet-pen-pena-model-gelang,2300,1000,2300000
17,office-stationery,miracles~bubble,315,1500,472500
18,office-stationery,houseofthera~tambahan-packing-dus-box,205,2000,410000
19,office-stationery,multistore12~ac-portable,244,68000,16592000
20,office-stationery,ramayanagrosir~dompet-kartu-aluminium-dompet-aluma,347,15000,5205000
21,office-stationery,debbyshop~dompet-kartu-hermes-bahan-kulit-sintetis-muat-20-kartu-tutupnya-model-selip-kartu-tebal-tetap-bisa-ditutup-bahan-bagus-1,298,25000,7450000
22,office-stationery,bosskosmetikmrh~packing-bubble-dus,179,3000,537000
23,office-stationery,lavender~passport-wallet-2nd,778,27500,21395000
24,office-stationery,debbyshop~korean-card-wallet-32-slot-dompet-khusus-kartu-muat-32-kartu-tutupnya-bahan-karet-kartu-tebal-tetap-bisa-ditutup,266,28000,7448000
25,office-stationery,duniajasmine~velcro-pengikat-kabel-untuk-merapikan-kabel,1900,1000,1900000
26,office-stationery,ardelastore~alumunium-card-holder-dompet-kartu,293,12900,3779700
27,office-stationery,ramayanagrosir~pulpen-berbentuk-gelang,1400,2450,3430000
28,office-stationery,felixshop~travelus-korea-handy-bag-passport-ticket-holder,298,40000,11920000
29,office-stationery,grosirecer~hand-shredder-penghancur-kertas-mini-putar-manual-praktis-tanpa-listrik-alat-kantor-paper-stationery-office-tools,166,59500,9877000
30,office-stationery,jakartaindoeshop~plastik-bubble-wrap-atau-bubble-pack-paket-5-meter-125cm-x-500cm,206,17500,3605000
1,souvenir-kado-hadiah,agogo~bubble-wrapping,4800,2000,9600000
2,souvenir-kado-hadiah,agogo~karton-box-30x20x10,1300,3000,3900000
3,souvenir-kado-hadiah,888~keyfinder-gantungan-siul-1,12000,7800,93600000
4,souvenir-kado-hadiah,momoshop90~buble-wrapping,1000,2000,2000000
5,souvenir-kado-hadiah,ninjazi~kaca-pembesar-magifier-utk-batu-cincin,3300,23000,75900000
6,souvenir-kado-hadiah,ninjazi~rokok-elektrik-ego-ce5-1100,3700,40000,148000000
7,souvenir-kado-hadiah,888~keyfinder-gantungan-siul-on-off,5500,8600,47300000
8,souvenir-kado-hadiah,meymey~plastik-bubble-untuk-packing-barang-pecah-belah,1100,2000,2200000
9,souvenir-kado-hadiah,grosirecer~key-finder-gantungan-kunci-siul-bunyi-unik-reseller-dropship-grosir-ecer-murah,7500,7000,52500000
10,souvenir-kado-hadiah,ELLEXUSSHOP~universal-clip-lens-3-in-1-macro-wide-fish-eye,886,22000,19492000
11,souvenir-kado-hadiah,grosirecer~gantungan-kunci-siul-on-off-key-finder-reseller-dropship-souvenir-ecer-grosir-murah-supplier-barang-unik-china,8500,9400,79900000
12,souvenir-kado-hadiah,ninjazi~fans-njz-only-10-liqua-refill-rokok-elektrik,11000,7000,77000000
13,souvenir-kado-hadiah,888~timbangan-elektronik-akurasi,1800,25800,46440000
14,souvenir-kado-hadiah,serbakerencom~boneka-masha-marsha-and-the-bear-muka-karet,1200,35000,42000000
15,souvenir-kado-hadiah,yan2shop~extra-buble-warp-pelindung,545,2000,1090000
16,souvenir-kado-hadiah,grosirecer~gantungan-kunci-siul-key-finder-whistle-led-lamp-reseller-dropship-grosir-ecer,6000,7000,42000000
17,souvenir-kado-hadiah,ninjazi~rokok-elektrik-evod-ninjazi,1300,67000,87100000
18,souvenir-kado-hadiah,888~jam-led-iron-samurai-kw-super-black-biru-dong,634,44000,27896000
19,souvenir-kado-hadiah,ramayanagrosir~tongkat-gelang-fosfor-glow-stick,18000,650,11700000
20,souvenir-kado-hadiah,grosirecer~high-power-vakum-cleaner-portable-vacuum-vacum-cleaner-mobil-cars-volt,310,44000,13640000
21,souvenir-kado-hadiah,grosirecer~pencetak-cetakan-roti-sandwich-kity-mold-motif-karakter-hello-kitty-reseller-dropship-1,1400,5900,8260000
22,souvenir-kado-hadiah,grosirecer~siul-on-off-key-finder-gantungan-kunci-siul-whistle-motif-saklar-reseller-drosphip-barang-unik-china-koleksi-aksesoris-motor,3400,9400,31960000
23,souvenir-kado-hadiah,grosirecer~jual-korek-kuping-senter-nyala-earpick-flash-light-grosir-reseller-dropship-termurah-surabaya,3400,2000,6800000
24,souvenir-kado-hadiah,e-shop~bagi-mereka-yang-menyebut-dirinya-luar-biasa-pasti-menyalakan-rokok-pakai-korek-api-pistol-python-revolver-357-skala-11,294,64999,19109706
25,souvenir-kado-hadiah,dytashop~balon-foil-karakter-huruf,4900,5000,24500000
26,souvenir-kado-hadiah,grosirecer~travel-pillow-bantal-leher-penutup-mata-telinga-barang-unik-china-reseller-dropship,674,10000,6740000
27,souvenir-kado-hadiah,jsolshop~sky-lantern-lentera-terbang-lampion-terbang,4000,9000,36000000
28,souvenir-kado-hadiah,nathanshop~hbo-hanging-bag-organizer,308,50000,15400000
29,souvenir-kado-hadiah,grosirecer~atm-mini-ukuran-besar-mainan-anak-celengan-atm-hello-kitty-doraemon,295,104500,30827500
30,souvenir-kado-hadiah,ninjazi~fans-njz-only-1-card-sharp-pisau-kartu,727,18000,13086000
1,mainan-hobi,supplierkosmetik~bibit-cabe-benih-cabai-pelangi-bolivian-rainbow-pepper-bell-import,1100,26000,28600000
2,mainan-hobi,onigirifrenzy~benih-bibit-bunga-mawar-pelangi-rainbow-rose-import,6300,775,4882500
3,mainan-hobi,syafahtoys~playpad-arab-3-bahasa,739,53900,39832100
4,mainan-hobi,willshop2014~efest-purple-18650-2500mah-imr-flat-top,1400,78000,109200000
5,mainan-hobi,onigirifrenzy~benih-bibit-bunga-mawar-biru-blue-rose-import,1700,775,1317500
6,mainan-hobi,gwenhouse~cabe-rainbow-kemasan-pack,1000,18000,18000000
7,mainan-hobi,onigirifrenzy~benih-bibit-bunga-mawar-hijau-green-rose-import,1500,775,1162500
8,mainan-hobi,centrogrosir~1-kg-muat-5-box-diy-rainbow-loom-bands-colorful-stater-kit-grade-a-gelang-karet-handmade-edukasi-loombands-loomband-loom-band,814,17500,14245000
9,mainan-hobi,syafahtoys~celengan-atm-mini-hello-kitty-mesin-hitung-saldo-uang-kertas-dan-koin,273,145000,39585000
10,mainan-hobi,onigirifrenzy~benih-bibit-bunga-mawar-hitam-black-rose-import,1600,775,1240000
11,mainan-hobi,seeds~benih-mawar-import-1-paket-9-warna,884,7500,6630000
12,mainan-hobi,indoshopping~playpad-sholat-led-3-bahasa,441,61500,27121500
13,mainan-hobi,supplierkosmetik~bibit-benih-tomat-ungu-indigo-rose-tomato-import,297,23500,6979500
14,mainan-hobi,babibu~benih-biji-9-macam-mawar-import-rainbow-pink-black-white-red-purple-green-blue-rose-seeds,883,8500,7505500
15,mainan-hobi,onigirifrenzy~benih-bibit-bunga-mawar-ungu-purple-rose-import,1500,775,1162500
16,mainan-hobi,multistore12~uno-stacko-game,277,80000,22160000
17,mainan-hobi,onigirifrenzy~benih-bibit-cabai-multiwarna-bolivian-rainbow-pepper-import,2700,1500,4050000
18,mainan-hobi,azizahtoys~mainan-anak-muslim-apple-learning-quran-projector-lamp,278,62500,17375000
19,mainan-hobi,willshop2014~nitecore-intellicharger-i2-v2014-universal-smart-charger,269,120000,32280000
20,mainan-hobi,syafahtoys~extra-packing-dus,258,2000,516000
21,mainan-hobi,indoshopping~playpad-anak-muslim,239,55000,13145000
22,mainan-hobi,successfulcorp~benih-biji-9-macam-mawar-import-rainbow-pink-black-white-red-purple,762,10000,7620000
23,mainan-hobi,ikiokestore~serbuk-intan-putih-gems-polish,1400,10000,14000000
24,mainan-hobi,babibu~benih-biji-cabe-3-warna-import-aiji-tri-color-chili-pepper-seeds,1900,1450,2755000
25,mainan-hobi,babibu~benih-biji-anggur-pelangi-import-colorful-rainbow-grapes-seeds,1800,2000,3600000
26,mainan-hobi,onigirifrenzy~1-pack-benih-bibit-cabai-multiwarna-razzamatazz-razzamatazz-rainbow-pepper-import-uk,333,18000,5994000
27,mainan-hobi,888~air-guitar-gitar-tanpa-senar,241,57000,13737000
28,mainan-hobi,babibu~mawar-hitam-import-black-rose-seeds,3100,775,2402500
29,mainan-hobi,supplierkosmetik~benih-bibit-bunga-mawar-mistik-pelangi-mystic-rainbow-rose-seeds,229,24000,5496000
30,mainan-hobi,babibu~benih-biji-mawar-biru-import-blue-rose-seeds-1,3000,775,2325000
1,makanan-minuman,supplierkosmetik~ovomaltine-choco-crunchy-breadspread-400gr,4500,48750,219375000
2,makanan-minuman,agogo~ovomaltine-crunchy-cream-selai-coklat-ovomaltine,2600,59000,153400000
3,makanan-minuman,rumah-aci~rujak-cireng-original-taste-cemilan-tanpa-pengawet,20000,9500,190000000
4,makanan-minuman,healthylifestyle~izumio-air-hidrogen,2100,45000,94500000
5,makanan-minuman,chicnsmart~rujak-cireng,16000,10000,160000000
6,makanan-minuman,milocafe~milo-profesional-960gr,939,57000,53523000
7,makanan-minuman,koyokakigrosir~mama-soya-1kotak-mamasoya,1500,30000,45000000
8,makanan-minuman,defandlee~matcha-greentea-latte-powder-bubuk-greentea-latte,576,55000,31680000
9,makanan-minuman,reddragonsnack~1kg-almond-roasted-panggang-usa-california-murah-bakar-in-shell,537,179999,96659463
10,makanan-minuman,koyokakigrosir~mama-soya,2700,26000,70200000
11,makanan-minuman,pelangsingalami~rp-37500-teh-daun-jati-cina-kemasan-opp-plastik-1kg-kwalitas-super-sticker-ber-izin-depkes-1,625,37500,23437500
12,makanan-minuman,madamecantik~ovomaltine-crunchy-cream-selai-coklat-ovomaltine,1100,59000,64900000
13,makanan-minuman,distributormilo~promo-milo-nestle-professional-paling-murah-buktikan-below-distributor,1100,56500,62150000
14,makanan-minuman,ready-stock~kacang-mete-asli-wonogiri-matang-beli-1-kg-lebih-murah,1200,37500,45000000
15,makanan-minuman,lacikosmetik~ovomaltine-crunchy-cream-selai-coklat-ovomaltine,1300,59000,76700000
16,makanan-minuman,koyokakigrosir~asi-booster-tea-teh-pelancar-asi-mama-fenugreek-plus,739,81500,60228500
17,makanan-minuman,minyakangin~susu-kambing-etawa-gmp-nutri,1800,14500,26100000
18,makanan-minuman,cirenganekaisi~cireng-aneka-isi,1400,7000,9800000
19,makanan-minuman,reddragonsnack~500gram-almond-roasted-kacang-panggang-usa-california-in-shell-bakar,376,89999,33839624
20,makanan-minuman,istana-cemilan~oat-choco-naraya-promo-grosir,1500,26500,39750000
21,makanan-minuman,fastshop~sambal-bawang-mertua,1200,21000,25200000
22,makanan-minuman,minyakangin~cmp-chlorophyll-mint-powder,685,98000,67130000
23,makanan-minuman,jaco-shop~cmp-chlorophyll-mint-powder-termurah,464,91000,42224000
24,makanan-minuman,khasbali~pie-susu-dhian-camilan-khas-bali,15000,1600,24000000
25,makanan-minuman,rlymetta~ovomaltine-crunchy-cream-selai-coklat-renyah-import,583,65000,37895000
26,makanan-minuman,simplygift~pie-susu-asli-bali-dhian-oleh-oleh-khas-dari-bali-rp1500-rasa-susu-original,13000,1700,22100000
27,makanan-minuman,nestlepro~milo-premium-3-in-1-960-gr,375,63000,23625000
28,makanan-minuman,metoo~keripik-cokoten,1500,8500,12750000
29,makanan-minuman,harga-mentok~nestle-milo-profesional,329,60000,19740000
30,makanan-minuman,waroengsnack~milo,342,68000,23256000
1,buku,dbestcompushop~pq15-digital-pen-alquran,291,315000,91665000
2,buku,multistore12~al-quran-digital-readpen,259,350000,90650000
3,buku,grosir688~buku-resep-happy-call-happycall-resep-bhs-indonesia,279,3000,837000
4,buku,yunyun~buku-resep-happycall,188,5000,940000
5,buku,yunyun~alquran-digital-pq-15,148,335000,49580000
6,buku,ernikita~alquran-digital-pq15-readpen-4-gb-harga-satuan,113,315000,35595000
7,buku,jimmy~boyman-ragam-latih-pramuka,91,70000,6370000
8,buku,buku-toefl~cliff-toefl-preparation-guide,69,45000,3105000
9,buku,grosirtv~buku-resep,68,10000,680000
10,buku,grosirtv~buku-resep-happycall,63,10000,630000
11,buku,mithashop~led-book-reader,84,15000,1260000
12,buku,grosirtv~buku-resep-happy-call,72,10000,720000
13,buku,produsenraktas~car-organizer-with-table-seat-tasbag,42,51999,2183958
14,buku,bursabukubandung~efektivitas-organisasi-richard-m-steers,38,70000,2660000
15,buku,grosirtv~al-quran-ku-kata-per-kata-alquran-digital-alquranku,44,320000,14080000
16,buku,roseyun~buku-resep,70,5000,350000
17,buku,ecomart~buku-cerita-anak-anak,241,7500,1807500
18,buku,myapotik~al-quran-digital,66,310000,20460000
19,buku,tokobejo~kertas-pencetak-label-harga,213,2150,457950
20,buku,agrindoglobal~buku-kesebelasan-gen-halilintar-buku-paling-fenomenal-2015,40,124000,4960000
21,buku,bursabukuku~oxford-preparation-course-for-toefl-ibt-exam-pack,35,165000,5775000
22,buku,ernikita~alquran-digital-pq-18-bahasa-indonesia-readpen-8-gb-kemasan-kotak-kayu,43,400000,17200000
23,buku,luphit~paket-skripsi-teknik-informatika-source-code,32,85000,2720000
24,buku,bursabukubandung~metode-penelitian-kuantitatif-kualitatif-dan-rd-prof-dr-sugiyono,42,55000,2310000
25,buku,indoshopping~alquran-pq-15,39,330000,12870000
26,buku,tokobukudesain~rancang-agung-the-grand-design,43,100000,4300000
27,buku,kebunbibit~kebun-bibit-tanaman-anggur-red-globe-25-cm,36,70000,2520000
28,buku,buku-toefl~barrons-toefl-ibt,29,150000,4350000
29,buku,tokobukudesain~buku-nirmana-elemen-elemen-seni-dan-desain,27,95000,2565000
30,buku,sentraquran~alquran-tihany-rainbow-a6,33,50000,1650000
1,software,---~tv-satelit-gratis-chanel-dunia-siaran-tv-18th,143,36000,5148000
2,software,pulsarindo-shop~kaspersky-internet-security-kis-2015-for-1pc-1tahun,177,180000,31860000
3,software,---~dvd-software-toko-kasir-pembukuan-v6-original-2,117,49000,5733000
4,software,ressoftware~software-karaoke-ribuan-lagu,94,50000,4700000
5,software,picom~software-penjualan-toko-disertai-program-akuntansi-3,93,100000,9300000
6,software,kamar89~software-tv-satelit,91,40000,3640000
7,software,omo~software-tv-satelit-pro-76,90,50000,4500000
8,software,ressoftware~5-in-1-software-penjualanpos-toko-minimarket-restoran-apotik-bengkel-salon-spa,81,100000,8100000
9,software,picom~software-toko-pro-premium-unlimited,89,170000,15130000
10,software,centrashop~software-penjualan-toko-software-full-original-unlimited-transaksi-edisi-baru-2012,80,255000,20400000
11,software,picom~software-tv-satelit-2,78,50000,3900000
12,software,omo~software-toko-kasirstok-gudangpembukuan-nolimit-user,74,59000,4366000
13,software,ressoftware~script-toko-online-instan-siap-pakai-55-fitur-lengkap-1,70,55000,3850000
14,software,ressoftware~software-tv-satelit-5-edition-in-1-cd,65,50000,3250000
15,software,suryamedan~indikator-forex-profit-konsisten-minimal-5-perhari-dari-modal,64,75000,4800000
16,software,barokahstore~dvd-software-penjualan-toko-kasir-pembukuan-dan-stok-barang-inventaris-inventory-barang,63,40000,2520000
17,software,digistore10~original-lisensi-key-windows-81-professional-64-bit,64,250000,16000000
18,software,picom~software-toko-penjualanpembelianstokpembukuan-versi-baru-2,59,125000,7375000
19,software,nivara~kaspersky-internet-security-2015,57,225000,12825000
20,software,ressoftware~software-penjualanstok-barang-pembukuan,53,45000,2385000
21,software,picom~aplikasi-akuntansi-excel-full-version,54,65000,3510000
22,software,arliva~lisensi-windows-8-pro-retail-windows-81-retail-1-pc,56,300000,16800000
23,software,kidomarket~program-toko-ipos-4-full-version-aktivasi-unlimited,49,121758,5966142
24,software,---~5-in-1-software-penjualanpos-toko-minimarket-restoran-apotik-bengkel-salon-spa-kasir-script-toko-online-instan-2,47,95000,4465000
25,software,tutorial-store~kursus-bahasa-inggris-jepang-jerman-arab-software,40,90000,3600000
26,software,lapakherbal~3-dvd-aplikasi-game-android,37,60000,2220000
27,software,omo~software-toko-premium-coba-dlu-bru-bayar,40,120000,4800000
28,software,askhevsstore~software-toko-kasir-penjualan-stok-barang,34,24000,816000
29,software,larisjayashop~dvd-software-toko-kasir-penjualn-stok-barang-v6-original,35,29000,1015000
30,software,koleksidesain~dvd-koleksi-desain-mentah-campuran-notasertifikatbrosurpiagamijazahidcardkartu-periksa-dll-terlaris,32,100000,3200000
1,film-musik-game,omahkomputer~game-bus-indonesia-akap,165,31000,5115000
2,film-musik-game,marzz~filmdvdpaket-naruto-shippuden-naruto-kecil-lengkap-bonus-sub-ind,89,90000,8010000
3,film-musik-game,susanshop~jual-kacamata-3d-nvdia-murah,99,59500,5890500
4,film-musik-game,erchen1~gitar-ukulele,64,60000,3840000
5,film-musik-game,murahtenant~game-bus-akap-indonesia,60,30599,1835940
6,film-musik-game,arrazzaqgames~grand-theft-auto-v-gta-5-pc-game,55,95000,5225000
7,film-musik-game,yokeshop~kotak-musik-kemidi-putar-carousel-antik-musik-box,69,80000,5520000
8,film-musik-game,omahkomputer~train-simulator-indonesia-game-simulator-kereta-api-indonesia,51,35999,1835949
9,film-musik-game,yellowgames~hardisk-ps2-external-60gbisi-70games,56,180000,10080000
10,film-musik-game,butikgames~stick-kabel-xbox-360,57,185000,10545000
11,film-musik-game,dividimu~fifty-shades-of-grey-2015,46,15000,690000
12,film-musik-game,putracell~paket-dvd-doraemon-bahasa-indonesia-lengkap,44,38000,1672000
13,film-musik-game,gamesoft~game-kereta-api-indonesia-trainz09,42,50000,2100000
